"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"120","Endothelial cells","Mast cells","TGFB1","ACVR1B_TGFbR2",1.56966650515164e-08,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"121","Macrophage cells","B cells","TGFB1","ACVR1B_TGFbR2",1.85366937850176e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"122","Mast cells","B cells","TGFB1","ACVR1B_TGFbR2",1.71353561149149e-08,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"123","Endothelial cells","B cells","TGFB1","ACVR1B_TGFbR2",1.73900782934457e-08,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"124","NK/T cells","Endothelial cells","TGFB1","ACVR1B_TGFbR2",9.36534765768135e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"125","Macrophage cells","Endothelial cells","TGFB1","ACVR1B_TGFbR2",3.90403967581014e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"126","Fibroblast cells","Endothelial cells","TGFB1","ACVR1B_TGFbR2",4.10409721135901e-08,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"127","Mast cells","Endothelial cells","TGFB1","ACVR1B_TGFbR2",3.60855351224686e-08,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"128","B cells","Endothelial cells","TGFB1","ACVR1B_TGFbR2",4.43414130350843e-08,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"129","Endothelial cells","Endothelial cells","TGFB1","ACVR1B_TGFbR2",3.66144920223611e-08,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"130","NK/T cells","NK/T cells","TGFB2","ACVR1B_TGFbR2",1.28015445124477e-06,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"131","Macrophage cells","NK/T cells","TGFB2","ACVR1B_TGFbR2",5.43136511174807e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"132","Fibroblast cells","NK/T cells","TGFB2","ACVR1B_TGFbR2",7.9997797952291e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"133","Mast cells","NK/T cells","TGFB2","ACVR1B_TGFbR2",4.92453446936788e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"134","Endothelial cells","NK/T cells","TGFB2","ACVR1B_TGFbR2",5.11852212034286e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"135","Mast cells","Epithelial cells","TGFB2","ACVR1B_TGFbR2",1.27764434428273e-08,0.01,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"136","Endothelial cells","Epithelial cells","TGFB2","ACVR1B_TGFbR2",1.32797638902045e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"137","NK/T cells","Macrophage cells","TGFB2","ACVR1B_TGFbR2",1.05635206637537e-06,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"138","Macrophage cells","Macrophage cells","TGFB2","ACVR1B_TGFbR2",4.48180820433856e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"139","Fibroblast cells","Macrophage cells","TGFB2","ACVR1B_TGFbR2",6.60115574420414e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"140","Mast cells","Macrophage cells","TGFB2","ACVR1B_TGFbR2",4.06357028707529e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"141","B cells","Macrophage cells","TGFB2","ACVR1B_TGFbR2",4.99213473755857e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"142","Endothelial cells","Macrophage cells","TGFB2","ACVR1B_TGFbR2",4.22360254830187e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"143","NK/T cells","Fibroblast cells","TGFB2","ACVR1B_TGFbR2",1.29035030308666e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"144","Macrophage cells","Fibroblast cells","TGFB2","ACVR1B_TGFbR2",5.47459374943451e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"145","Fibroblast cells","Fibroblast cells","TGFB2","ACVR1B_TGFbR2",8.06340094577322e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"146","Mast cells","Fibroblast cells","TGFB2","ACVR1B_TGFbR2",4.9637071470495e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"147","B cells","Fibroblast cells","TGFB2","ACVR1B_TGFbR2",6.0979706556415e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"148","Endothelial cells","Fibroblast cells","TGFB2","ACVR1B_TGFbR2",5.15918127050033e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"149","NK/T cells","Mast cells","TGFB2","ACVR1B_TGFbR2",5.74486059620026e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"150","Macrophage cells","Mast cells","TGFB2","ACVR1B_TGFbR2",2.43738941705663e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"151","Fibroblast cells","Mast cells","TGFB2","ACVR1B_TGFbR2",3.5899846572558e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"152","Mast cells","Mast cells","TGFB2","ACVR1B_TGFbR2",2.20993816275767e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"153","B cells","Mast cells","TGFB2","ACVR1B_TGFbR2",2.71491891776927e-09,0.01,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"154","Endothelial cells","Mast cells","TGFB2","ACVR1B_TGFbR2",2.29697938347409e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"155","Macrophage cells","B cells","TGFB2","ACVR1B_TGFbR2",2.70002524112488e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"156","Fibroblast cells","B cells","TGFB2","ACVR1B_TGFbR2",3.97682930514684e-09,0.01,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"157","Mast cells","B cells","TGFB2","ACVR1B_TGFbR2",2.44807136408009e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"158","Endothelial cells","B cells","TGFB2","ACVR1B_TGFbR2",2.54450694407751e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"159","NK/T cells","Endothelial cells","TGFB2","ACVR1B_TGFbR2",1.34075577637679e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"160","Macrophage cells","Endothelial cells","TGFB2","ACVR1B_TGFbR2",5.68839334793477e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"161","Fibroblast cells","Endothelial cells","TGFB2","ACVR1B_TGFbR2",8.3782066743076e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"162","Mast cells","Endothelial cells","TGFB2","ACVR1B_TGFbR2",5.15751302941511e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"163","B cells","Endothelial cells","TGFB2","ACVR1B_TGFbR2",6.33619629018667e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"164","Endothelial cells","Endothelial cells","TGFB2","ACVR1B_TGFbR2",5.36051146077899e-09,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"165","NK/T cells","NK/T cells","TGFB3","ACVR1B_TGFbR2",2.77340646408606e-06,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"166","Macrophage cells","NK/T cells","TGFB3","ACVR1B_TGFbR2",1.34213517194623e-06,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"167","Fibroblast cells","NK/T cells","TGFB3","ACVR1B_TGFbR2",3.45611515841506e-07,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"168","B cells","NK/T cells","TGFB3","ACVR1B_TGFbR2",1.47035944729704e-07,0.02,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"169","Endothelial cells","NK/T cells","TGFB3","ACVR1B_TGFbR2",2.62341610940909e-07,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"170","Endothelial cells","Neutrophil cells","TGFB3","ACVR1B_TGFbR2",2.9379333555356e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"171","Fibroblast cells","Epithelial cells","TGFB3","ACVR1B_TGFbR2",8.96686451625899e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"172","Endothelial cells","Epithelial cells","TGFB3","ACVR1B_TGFbR2",6.80652746944957e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"173","NK/T cells","Macrophage cells","TGFB3","ACVR1B_TGFbR2",2.28851525502416e-06,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"174","Macrophage cells","Macrophage cells","TGFB3","ACVR1B_TGFbR2",1.10746475789106e-06,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"175","Fibroblast cells","Macrophage cells","TGFB3","ACVR1B_TGFbR2",2.85166490727311e-07,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"176","Mast cells","Macrophage cells","TGFB3","ACVR1B_TGFbR2",5.12762140044854e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"177","B cells","Macrophage cells","TGFB3","ACVR1B_TGFbR2",1.21328791324462e-07,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"178","Endothelial cells","Macrophage cells","TGFB3","ACVR1B_TGFbR2",2.16447171850799e-07,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"179","NK/T cells","Fibroblast cells","TGFB3","ACVR1B_TGFbR2",2.79545068206633e-07,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"180","Macrophage cells","Fibroblast cells","TGFB3","ACVR1B_TGFbR2",1.35277923058107e-07,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"181","Fibroblast cells","Fibroblast cells","TGFB3","ACVR1B_TGFbR2",3.48330850445728e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"182","Mast cells","Fibroblast cells","TGFB3","ACVR1B_TGFbR2",6.26345513872362e-09,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"183","B cells","Fibroblast cells","TGFB3","ACVR1B_TGFbR2",1.4820467534383e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"184","Endothelial cells","Fibroblast cells","TGFB3","ACVR1B_TGFbR2",2.64387835355639e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"185","NK/T cells","Mast cells","TGFB3","ACVR1B_TGFbR2",1.24459230049897e-07,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"186","Macrophage cells","Mast cells","TGFB3","ACVR1B_TGFbR2",6.02290415667258e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"187","Fibroblast cells","Mast cells","TGFB3","ACVR1B_TGFbR2",1.55090138019034e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"188","Mast cells","Mast cells","TGFB3","ACVR1B_TGFbR2",2.78861949034039e-09,0.02,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"189","B cells","Mast cells","TGFB3","ACVR1B_TGFbR2",6.59837724990424e-09,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"190","Endothelial cells","Mast cells","TGFB3","ACVR1B_TGFbR2",1.17719432905792e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"191","Macrophage cells","B cells","TGFB3","ACVR1B_TGFbR2",6.67199179671014e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"192","Fibroblast cells","B cells","TGFB3","ACVR1B_TGFbR2",1.71809975627911e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"193","Endothelial cells","B cells","TGFB3","ACVR1B_TGFbR2",1.30415245795962e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"194","NK/T cells","Endothelial cells","TGFB3","ACVR1B_TGFbR2",2.90456529115235e-07,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"195","Macrophage cells","Endothelial cells","TGFB3","ACVR1B_TGFbR2",1.40553679694536e-07,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"196","Fibroblast cells","Endothelial cells","TGFB3","ACVR1B_TGFbR2",3.61874384116949e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"197","Mast cells","Endothelial cells","TGFB3","ACVR1B_TGFbR2",6.50793542176393e-09,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"198","B cells","Endothelial cells","TGFB3","ACVR1B_TGFbR2",1.53989586811662e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"199","Endothelial cells","Endothelial cells","TGFB3","ACVR1B_TGFbR2",2.74633417255486e-08,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"200","NK/T cells","NK/T cells","TGFB1","ACVR1_TGFbR",1.009802230303e-05,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"201","Macrophage cells","NK/T cells","TGFB1","ACVR1_TGFbR",4.03814840171663e-06,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"202","Fibroblast cells","NK/T cells","TGFB1","ACVR1_TGFbR",6.84302221248821e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"203","Mast cells","NK/T cells","TGFB1","ACVR1_TGFbR",3.9400151901986e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"204","B cells","NK/T cells","TGFB1","ACVR1_TGFbR",4.76747890395304e-07,0.01,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"205","Endothelial cells","NK/T cells","TGFB1","ACVR1_TGFbR",3.9635529843363e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"206","NK/T cells","Macrophage cells","TGFB1","ACVR1_TGFbR",1.06198343202173e-05,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"207","Macrophage cells","Macrophage cells","TGFB1","ACVR1_TGFbR",4.24660162198649e-06,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"208","Fibroblast cells","Macrophage cells","TGFB1","ACVR1_TGFbR",7.19634240591479e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"209","Mast cells","Macrophage cells","TGFB1","ACVR1_TGFbR",4.14320274843793e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"210","B cells","Macrophage cells","TGFB1","ACVR1_TGFbR",5.01391412551389e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"211","Endothelial cells","Macrophage cells","TGFB1","ACVR1_TGFbR",4.16752972046914e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"212","NK/T cells","Fibroblast cells","TGFB1","ACVR1_TGFbR",1.35702013481353e-06,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"213","Macrophage cells","Fibroblast cells","TGFB1","ACVR1_TGFbR",5.42648893875959e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"214","Fibroblast cells","Fibroblast cells","TGFB1","ACVR1_TGFbR",9.19575462450102e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"215","Mast cells","Fibroblast cells","TGFB1","ACVR1_TGFbR",5.29446342893017e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"216","B cells","Fibroblast cells","TGFB1","ACVR1_TGFbR",6.40682362725801e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"217","Endothelial cells","Fibroblast cells","TGFB1","ACVR1_TGFbR",5.32576669583476e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"218","NK/T cells","Mast cells","TGFB1","ACVR1_TGFbR",3.0519506914933e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"219","Macrophage cells","Mast cells","TGFB1","ACVR1_TGFbR",1.22045175264645e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"220","Fibroblast cells","Mast cells","TGFB1","ACVR1_TGFbR",2.0681730929917e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"221","Mast cells","Mast cells","TGFB1","ACVR1_TGFbR",1.1907855205747e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"222","B cells","Mast cells","TGFB1","ACVR1_TGFbR",1.4408899987281e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"223","Endothelial cells","Mast cells","TGFB1","ACVR1_TGFbR",1.19788364060779e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"224","NK/T cells","B cells","TGFB1","ACVR1_TGFbR",5.26855950863858e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"225","Macrophage cells","B cells","TGFB1","ACVR1_TGFbR",2.10687126929669e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"226","Fibroblast cells","B cells","TGFB1","ACVR1_TGFbR",3.57029121836205e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"227","Mast cells","B cells","TGFB1","ACVR1_TGFbR",2.05567178214512e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"228","Endothelial cells","B cells","TGFB1","ACVR1_TGFbR",2.06795397464077e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"229","NK/T cells","Endothelial cells","TGFB1","ACVR1_TGFbR",8.74119043382965e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"230","Macrophage cells","Endothelial cells","TGFB1","ACVR1_TGFbR",3.49525452160672e-07,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"231","Fibroblast cells","Endothelial cells","TGFB1","ACVR1_TGFbR",5.92314477503849e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"232","Mast cells","Endothelial cells","TGFB1","ACVR1_TGFbR",3.41003446371019e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"233","B cells","Endothelial cells","TGFB1","ACVR1_TGFbR",4.12699963176788e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"234","Endothelial cells","Endothelial cells","TGFB1","ACVR1_TGFbR",3.42981143873111e-08,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"235","NK/T cells","NK/T cells","TGFB2","ACVR1_TGFbR",1.44531539351034e-06,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"236","Macrophage cells","NK/T cells","TGFB2","ACVR1_TGFbR",5.88195407268499e-07,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"237","Fibroblast cells","NK/T cells","TGFB2","ACVR1_TGFbR",1.39656709076961e-07,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"238","Mast cells","NK/T cells","TGFB2","ACVR1_TGFbR",5.62903088570259e-08,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
