"","status","family","pval","qval","gene_short_name","num_cells_expressed"
"ZCCHC24","OK","negbinomial.size",1.77788983471783e-05,0.000234285232974632,"ZCCHC24",714
"CNTN3","OK","negbinomial.size",1.79842580446997e-05,0.000236763965314003,"CNTN3",44
"MYL9","OK","negbinomial.size",1.84253036267223e-05,0.000242337790173899,"MYL9",920
"LSP1","OK","negbinomial.size",1.88752201940266e-05,0.000248017500595457,"LSP1",155
"TULP4","OK","negbinomial.size",1.90103068151951e-05,0.000249553482192197,"TULP4",356
"MAP2K2","OK","negbinomial.size",1.90428173649662e-05,0.000249741270184136,"MAP2K2",820
"RCN3","OK","negbinomial.size",1.9085646461469e-05,0.000250063895089238,"RCN3",726
"SLC29A1","OK","negbinomial.size",1.91069732913744e-05,0.000250104446193773,"SLC29A1",96
"CXorf38","OK","negbinomial.size",1.93534667821991e-05,0.000253089473134612,"CXorf38",175
"MUC5AC","OK","negbinomial.size",1.96160671786616e-05,0.000256279247197029,"MUC5AC",37
"NEDD1","OK","negbinomial.size",1.96953248270883e-05,0.000257069901025687,"NEDD1",178
"MAP1LC3B","OK","negbinomial.size",1.97363661282705e-05,0.000257360713448304,"MAP1LC3B",874
"TPPP3","OK","negbinomial.size",1.97573007518024e-05,0.000257389032966026,"TPPP3",180
"RPL36AL","OK","negbinomial.size",1.98154431367923e-05,0.000257901564469181,"RPL36AL",1094
"TMEM37","OK","negbinomial.size",1.99416203534017e-05,0.000259297770623663,"TMEM37",177
"CNBP","OK","negbinomial.size",2.00705598173658e-05,0.000260532561197514,"CNBP",975
"ACTN1","OK","negbinomial.size",2.00745675160936e-05,0.000260532561197514,"ACTN1",730
"EIF1","OK","negbinomial.size",2.02317819000387e-05,0.00026232474868122,"EIF1",1180
"PLEK","OK","negbinomial.size",2.06512889782253e-05,0.000267511220210854,"PLEK",56
"HSPA6","OK","negbinomial.size",2.07532782576708e-05,0.000268578746357291,"HSPA6",97
"LRPAP1","OK","negbinomial.size",2.0843241242396e-05,0.000269488768485568,"LRPAP1",950
"SPAG7","OK","negbinomial.size",2.13372566152534e-05,0.000275616277069723,"SPAG7",496
"SNX31","OK","negbinomial.size",2.14583128435533e-05,0.000276919224447661,"SNX31",24
"ABTB1","OK","negbinomial.size",2.16257761185931e-05,0.000278818042100433,"ABTB1",320
"GBP3","OK","negbinomial.size",2.17853025026151e-05,0.000280611060780164,"GBP3",428
"ID2","OK","negbinomial.size",2.2117087966031e-05,0.000284617460335848,"ID2",518
"ACTR2","OK","negbinomial.size",2.22799000165822e-05,0.000286443925424062,"ACTR2",774
"ANKMY2","OK","negbinomial.size",2.24824382169692e-05,0.000288777235449798,"ANKMY2",130
"SERINC5","OK","negbinomial.size",2.25869075712067e-05,0.000289847706325363,"SERINC5",306
"SLC20A1","OK","negbinomial.size",2.29357314837282e-05,0.000294048938779236,"SLC20A1",148
"PTPRA","OK","negbinomial.size",2.32642012035801e-05,0.000297981617283578,"PTPRA",706
"PTGFRN","OK","negbinomial.size",2.36967498555116e-05,0.000303238819512974,"PTGFRN",300
"PERP","OK","negbinomial.size",2.38834461515126e-05,0.000305343070183085,"PERP",674
"HLA-DQA2","OK","negbinomial.size",2.43597203485034e-05,0.000311142126388053,"HLA-DQA2",43
"ENAH","OK","negbinomial.size",2.44502787630278e-05,0.000312008301461596,"ENAH",585
"PMAIP1","OK","negbinomial.size",2.45540636283035e-05,0.000313041491499133,"PMAIP1",236
"TSN","OK","negbinomial.size",2.46885035189574e-05,0.000314463223094761,"TSN",314
"FOXD1","OK","negbinomial.size",2.48153718577758e-05,0.000315785965811659,"FOXD1",51
"CFL1","OK","negbinomial.size",2.4881100402936e-05,0.000316328948403592,"CFL1",1096
"SGCD","OK","negbinomial.size",2.50503693875907e-05,0.000318186080795342,"SGCD",155
"CLSTN3","OK","negbinomial.size",2.53541700050769e-05,0.000321746997344723,"CLSTN3",355
"C16orf72","OK","negbinomial.size",2.54901992675462e-05,0.000323174263911459,"C16orf72",408
"SAP25","OK","negbinomial.size",2.55851099845773e-05,0.000324078059804646,"SAP25",34
"KAT6B","OK","negbinomial.size",2.57485231869063e-05,0.000325847085865296,"KAT6B",671
"SLC40A1","OK","negbinomial.size",2.58774533241841e-05,0.000326948214878377,"SLC40A1",409
"ALX4","OK","negbinomial.size",2.58832017318791e-05,0.000326948214878377,"ALX4",45
"NDUFB5","OK","negbinomial.size",2.59150202826632e-05,0.000327048986419112,"NDUFB5",748
"SHLD2","OK","negbinomial.size",2.6451244708564e-05,0.000333509351941251,"SHLD2",196
"SUMO2","OK","negbinomial.size",2.66839182352252e-05,0.000336134059091661,"SUMO2",1097
"ZNF831","OK","negbinomial.size",2.68060440488183e-05,0.000337362671799715,"ZNF831",17
"PFDN6","OK","negbinomial.size",2.69076607319905e-05,0.000337717746719037,"PFDN6",327
"NLGN4X","OK","negbinomial.size",2.68996469723332e-05,0.000337717746719037,"NLGN4X",160
"SMARCA2","OK","negbinomial.size",2.69081132208709e-05,0.000337717746719037,"SMARCA2",549
"RASL10B","OK","negbinomial.size",2.69340958354853e-05,0.000337734850704925,"RASL10B",62
"PDE8B","OK","negbinomial.size",2.7106511050476e-05,0.000339237006894875,"PDE8B",179
"SSR1","OK","negbinomial.size",2.70970730016141e-05,0.000339237006894875,"SSR1",568
"BCR","OK","negbinomial.size",2.71280796445311e-05,0.000339237006894875,"BCR",129
"SYNCRIP","OK","negbinomial.size",2.73873959104945e-05,0.000342167847996506,"SYNCRIP",678
"MICAL2","OK","negbinomial.size",2.74192793911419e-05,0.000342254481062497,"MICAL2",212
"RASSF8","OK","negbinomial.size",2.77967103767613e-05,0.00034665024813492,"RASSF8",545
"ZNF587","OK","negbinomial.size",2.81276740628108e-05,0.000350459067024195,"ZNF587",137
"MPHOSPH10","OK","negbinomial.size",2.83590158508103e-05,0.000353020852487672,"MPHOSPH10",530
"MACO1","OK","negbinomial.size",2.84046819561811e-05,0.000353268746214771,"MACO1",316
"DNAJB9","OK","negbinomial.size",2.86578509339494e-05,0.000356094564412969,"DNAJB9",410
"P3H2","OK","negbinomial.size",3.02988768573166e-05,0.000376144789799701,"P3H2",174
"DSP","OK","negbinomial.size",3.03490209778068e-05,0.000376426645364877,"DSP",218
"GFPT1","OK","negbinomial.size",3.03848147422738e-05,0.000376530161368122,"GFPT1",483
"XRCC6","OK","negbinomial.size",3.09311691355553e-05,0.000382954673467101,"XRCC6",690
"RPL22","OK","negbinomial.size",3.25122657979934e-05,0.00040216705339664,"RPL22",1161
"SCD","OK","negbinomial.size",3.25473377319156e-05,0.000402238179285061,"SCD",194
"MEDAG","OK","negbinomial.size",3.27376283602678e-05,0.000404225729834522,"MEDAG",150
"SAMD9L","OK","negbinomial.size",3.30086358833143e-05,0.000407205455977792,"SAMD9L",285
"NELL2","OK","negbinomial.size",3.43268209181882e-05,0.000423086549286348,"NELL2",38
"POLR2I","OK","negbinomial.size",3.49613118250929e-05,0.000430519996065193,"POLR2I",701
"CD52","OK","negbinomial.size",3.57650269100766e-05,0.000440022097894557,"CD52",137
"NCOA3","OK","negbinomial.size",3.59855959742823e-05,0.000442339073096061,"NCOA3",345
"CHMP4B","OK","negbinomial.size",3.60794200877705e-05,0.000443095331033157,"CHMP4B",523
"HUNK","OK","negbinomial.size",3.61799473613743e-05,0.00044393248470781,"HUNK",21
"ADNP","OK","negbinomial.size",3.6236218892558e-05,0.000444225603903584,"ADNP",501
"TUT7","OK","negbinomial.size",3.6326423998844e-05,0.000444933825371556,"TUT7",328
"AZI2","OK","negbinomial.size",3.64009971760319e-05,0.000445449490866017,"AZI2",552
"ZFAND2A","OK","negbinomial.size",3.65278373703729e-05,0.000446603273660227,"ZFAND2A",289
"CHCHD10","OK","negbinomial.size",3.72589315291736e-05,0.000455136262437403,"CHCHD10",899
"TNS2","OK","negbinomial.size",3.74926336867812e-05,0.000457583584444185,"TNS2",512
"DOCK10","OK","negbinomial.size",3.76291109850199e-05,0.000458841017326669,"DOCK10",185
"CXCR3","OK","negbinomial.size",3.84056766099827e-05,0.000467894379871886,"CXCR3",28
"CYYR1","OK","negbinomial.size",3.84790494556921e-05,0.000468372316267245,"CYYR1",11
"NEFM","OK","negbinomial.size",3.85170409231258e-05,0.00046841912002078,"NEFM",141
"KIAA1324L","OK","negbinomial.size",3.88116440009603e-05,0.000471583819668001,"KIAA1324L",66
"PI16","OK","negbinomial.size",3.89746596291971e-05,0.000473145469728607,"PI16",11
"TMEM256","OK","negbinomial.size",3.92544757920884e-05,0.000476121042365931,"TMEM256",561
"MTHFD2","OK","negbinomial.size",3.97218712002015e-05,0.000481364513360745,"MTHFD2",300
"KDM2A","OK","negbinomial.size",4.00248248766329e-05,0.000484607720792278,"KDM2A",475
"ATP5PF","OK","negbinomial.size",4.02379619956406e-05,0.000486758697227688,"ATP5PF",995
"RHOU","OK","negbinomial.size",4.03584294539235e-05,0.000487785846034292,"RHOU",82
"ANXA7","OK","negbinomial.size",4.07650333691611e-05,0.000492266485702598,"ANXA7",653
"LAMP2","OK","negbinomial.size",4.12038682754708e-05,0.000497128113459022,"LAMP2",785
"PMP22","OK","negbinomial.size",4.1588979679471e-05,0.00050133358808698,"PMP22",946
"C1orf56","OK","negbinomial.size",4.17921880170417e-05,0.000503340856205249,"C1orf56",234
"KRT8","OK","negbinomial.size",4.21224404025143e-05,0.000506873366176922,"KRT8",242
"OSBPL8","OK","negbinomial.size",4.22659704899285e-05,0.000508154761771112,"OSBPL8",962
"RRP15","OK","negbinomial.size",4.28855047734269e-05,0.000515151799020902,"RRP15",310
"DNM1L","OK","negbinomial.size",4.29317375644744e-05,0.000515255971924287,"DNM1L",413
"DPH3","OK","negbinomial.size",4.30081061944949e-05,0.000515721329349722,"DPH3",278
"EVI2A","OK","negbinomial.size",4.31688074214631e-05,0.000516744939099154,"EVI2A",45
"IFI35","OK","negbinomial.size",4.31395733814677e-05,0.000516744939099154,"IFI35",439
"RPL35","OK","negbinomial.size",4.49450255432688e-05,0.000537537803315223,"RPL35",1169
"FAM124A","OK","negbinomial.size",4.5047456289239e-05,0.000538293558689704,"FAM124A",50
"PCLAF","OK","negbinomial.size",4.52650995545392e-05,0.000540423529755586,"PCLAF",52
"ELF3","OK","negbinomial.size",4.58828079803225e-05,0.000547322052064403,"ELF3",80
"TASOR2","OK","negbinomial.size",4.61756325427887e-05,0.000550336513659405,"TASOR2",420
"ATP5IF1","OK","negbinomial.size",4.62196052356214e-05,0.000550382417206818,"ATP5IF1",906
"ARF6","OK","negbinomial.size",4.64448932742047e-05,0.000552585469154848,"ARF6",477
"ID4","OK","negbinomial.size",4.67652304706019e-05,0.00055591458543823,"ID4",602
"H1-0","OK","negbinomial.size",4.68602411645385e-05,0.000556561721467652,"H1-0",367
"SYTL2","OK","negbinomial.size",4.70830906050772e-05,0.000558724772422533,"SYTL2",158
"HEATR1","OK","negbinomial.size",4.74763644761481e-05,0.000562904725915125,"HEATR1",201
"RAPH1","OK","negbinomial.size",4.81658174517438e-05,0.000570586082731453,"RAPH1",239
"ABHD2","OK","negbinomial.size",4.8322546810836e-05,0.000571948832744648,"ABHD2",538
"RASEF","OK","negbinomial.size",4.86238413404026e-05,0.000575018840954865,"RASEF",25
"CMPK2","OK","negbinomial.size",4.88040091085028e-05,0.000576652366021053,"CMPK2",54
"CLTA","OK","negbinomial.size",4.88700766645158e-05,0.000576936068574723,"CLTA",1003
"RHOQ","OK","negbinomial.size",4.96723028482351e-05,0.000585902536949345,"RHOQ",574
"SYNDIG1","OK","negbinomial.size",4.97487619798545e-05,0.000586300272199007,"SYNDIG1",36
"CNN2","OK","negbinomial.size",5.0183626692884e-05,0.000590917588818011,"CNN2",652
"LCP2","OK","negbinomial.size",5.06292226801521e-05,0.000595142824958292,"LCP2",125
"PLCXD3","OK","negbinomial.size",5.06051124262837e-05,0.000595142824958292,"PLCXD3",69
"RUNX1T1","OK","negbinomial.size",5.07275011535099e-05,0.000595787552075213,"RUNX1T1",766
"ETV1","OK","negbinomial.size",5.1193469006866e-05,0.000600745943401359,"ETV1",396
"COPS9","OK","negbinomial.size",5.15015528643536e-05,0.000603844702729233,"COPS9",895
"RAB12","OK","negbinomial.size",5.18996770659706e-05,0.00060799297181126,"RAB12",279
"BATF2","OK","negbinomial.size",5.21108195645804e-05,0.000609945582582691,"BATF2",48
"CLIC2","OK","negbinomial.size",5.22378032528812e-05,0.000610910643668393,"CLIC2",169
"NFATC2","OK","negbinomial.size",5.24625076481919e-05,0.000613015911344034,"NFATC2",49
"ALOX5AP","OK","negbinomial.size",5.2641823853065e-05,0.000614587693290507,"ALOX5AP",90
"CLDN10","OK","negbinomial.size",5.31572237553893e-05,0.000620077207037781,"CLDN10",59
"CPED1","OK","negbinomial.size",5.33688866641289e-05,0.000622017321375123,"CPED1",476
"CD96","OK","negbinomial.size",5.41056398905632e-05,0.000629166328410174,"CD96",56
"HSPB1","OK","negbinomial.size",5.41198620443217e-05,0.000629166328410174,"HSPB1",1057
"EDA2R","OK","negbinomial.size",5.40686737407811e-05,0.000629166328410174,"EDA2R",53
"FKBP11","OK","negbinomial.size",5.42994286089332e-05,0.000630719357880902,"FKBP11",576
"PIK3R1","OK","negbinomial.size",5.44566605530977e-05,0.000632010549464801,"PIK3R1",892
"SNRPA1","OK","negbinomial.size",5.46318464317787e-05,0.000633507750930804,"SNRPA1",401
"MOB1A","OK","negbinomial.size",5.47107725601299e-05,0.000633887143564073,"MOB1A",712
"TENT4A","OK","negbinomial.size",5.48342268747174e-05,0.000634781370689766,"TENT4A",152
"LCK","OK","negbinomial.size",5.52998500989738e-05,0.000638908240007794,"LCK",62
"EFNA5","OK","negbinomial.size",5.53300098460906e-05,0.000638908240007794,"EFNA5",179
"TBC1D10C","OK","negbinomial.size",5.53304409629144e-05,0.000638908240007794,"TBC1D10C",54
"TCF20","OK","negbinomial.size",5.5383221252484e-05,0.000638979839479878,"TCF20",188
"CLSTN2","OK","negbinomial.size",5.55426153952483e-05,0.000640280334447073,"CLSTN2",67
"ALPL","OK","negbinomial.size",5.62863540802456e-05,0.000648309156400343,"ALPL",28
"TIMM13","OK","negbinomial.size",5.72643266638353e-05,0.000659020162059138,"TIMM13",769
"HCLS1","OK","negbinomial.size",5.76084079947581e-05,0.000662424258903681,"HCLS1",105
"MAP3K2","OK","negbinomial.size",5.78713362294604e-05,0.000664890276713348,"MAP3K2",563
"EPHB2","OK","negbinomial.size",5.81577296393154e-05,0.000667621535725631,"EPHB2",29
"CATSPERZ","OK","negbinomial.size",5.83309424025442e-05,0.000669050056754266,"CATSPERZ",123
"CHCHD5","OK","negbinomial.size",5.85098970101359e-05,0.000670541994306637,"CHCHD5",502
"DOK7","OK","negbinomial.size",5.87094445761454e-05,0.000671706556043004,"DOK7",27
"SMARCB1","OK","negbinomial.size",5.86988327462251e-05,0.000671706556043004,"SMARCB1",547
"ZNF683","OK","negbinomial.size",5.93664296901919e-05,0.000678657235408377,"ZNF683",17
"SRSF2","OK","negbinomial.size",5.94881431557158e-05,0.000679482387851882,"SRSF2",801
"MGLL","OK","negbinomial.size",5.99929447516235e-05,0.000684109074067142,"MGLL",426
"HNRNPM","OK","negbinomial.size",5.99840452514732e-05,0.000684109074067142,"HNRNPM",802
"ANXA1","OK","negbinomial.size",6.04006794149602e-05,0.000688186478583408,"ANXA1",957
"SLC2A5","OK","negbinomial.size",6.09172813264182e-05,0.000693496485672867,"SLC2A5",101
"LEF1","OK","negbinomial.size",6.12158650883868e-05,0.000696317775524453,"LEF1",104
"MGA","OK","negbinomial.size",6.18557170524423e-05,0.000703013029432811,"MGA",362
"LAMB3","OK","negbinomial.size",6.19385620324598e-05,0.000703371849305699,"LAMB3",126
"PARM1","OK","negbinomial.size",6.20816151959363e-05,0.000704413231809639,"PARM1",178
"CYB5D2","OK","negbinomial.size",6.2519022843855e-05,0.000708790045761985,"CYB5D2",238
"CAMK2N1","OK","negbinomial.size",6.27646466829559e-05,0.000710400514188769,"CAMK2N1",797
"EIF4G2","OK","negbinomial.size",6.2751654923134e-05,0.000710400514188769,"EIF4G2",1037
"TFPI","OK","negbinomial.size",6.29101880502579e-05,0.000711460807645043,"TFPI",735
"PDGFRB","OK","negbinomial.size",6.33194327830942e-05,0.000715499158911438,"PDGFRB",1017
"SLN","OK","negbinomial.size",6.48818765434621e-05,0.00073255109664462,"SLN",10
"OLFM4","OK","negbinomial.size",6.51447387014543e-05,0.000734310209947864,"OLFM4",11
"GFRA1","OK","negbinomial.size",6.51394405744392e-05,0.000734310209947864,"GFRA1",148
"RIMKLB","OK","negbinomial.size",6.6223080561876e-05,0.000745852396673082,"RIMKLB",163
"FMO3","OK","negbinomial.size",6.67582515761145e-05,0.000749418735778346,"FMO3",42
"THBS2","OK","negbinomial.size",6.66001805801608e-05,0.000749418735778346,"THBS2",654
"SLC20A2","OK","negbinomial.size",6.66602824945945e-05,0.000749418735778346,"SLC20A2",168
"C16orf86","OK","negbinomial.size",6.67578856602427e-05,0.000749418735778346,"C16orf86",92
"PCSK7","OK","negbinomial.size",6.76424713991535e-05,0.000758723976004569,"PCSK7",322
"ZNF559","OK","negbinomial.size",6.77987149843222e-05,0.000759855206008931,"ZNF559",122
"DOCK2","OK","negbinomial.size",6.78642921130996e-05,0.00075996927282245,"DOCK2",39
"TSPAN17","OK","negbinomial.size",6.83303316748703e-05,0.000764564021138557,"TSPAN17",102
"NUDC","OK","negbinomial.size",6.88129016090398e-05,0.000769336091501881,"NUDC",766
"TK1","OK","negbinomial.size",6.93742824894285e-05,0.00077498078761399,"TK1",30
"PTMA","OK","negbinomial.size",6.95284906514541e-05,0.00077607146847571,"PTMA",1195
"DKC1","OK","negbinomial.size",7.00493676576233e-05,0.000781249776851444,"DKC1",271
"REM1","OK","negbinomial.size",7.0127916562256e-05,0.000781490462551607,"REM1",272
"TNC","OK","negbinomial.size",7.08035341607864e-05,0.000788378962352003,"TNC",676
"PHC3","OK","negbinomial.size",7.14186180341429e-05,0.000794582807941908,"PHC3",354
"TFPI2","OK","negbinomial.size",7.19050417510859e-05,0.00079934632312917,"TFPI2",49
"HELZ","OK","negbinomial.size",7.33968151488377e-05,0.000815269239037859,"HELZ",411
"NFIC","OK","negbinomial.size",7.39214070344988e-05,0.000820431926941144,"NFIC",932
"EP300","OK","negbinomial.size",7.51153355599332e-05,0.000833009032507004,"EP300",493
"MAGT1","OK","negbinomial.size",7.59956788189316e-05,0.000842091051727063,"MAGT1",471
"CCNI","OK","negbinomial.size",7.63498871299452e-05,0.000845333132888288,"CCNI",1084
"YBEY","OK","negbinomial.size",7.74296708559405e-05,0.000856596955485316,"YBEY",224
"EEF1B2","OK","negbinomial.size",7.77722028145395e-05,0.000859693052546215,"EEF1B2",1111
"SULF2","OK","negbinomial.size",7.82149814329504e-05,0.000863891397179722,"SULF2",624
"GLIPR1","OK","negbinomial.size",7.84579084347024e-05,0.000865877383674375,"GLIPR1",386
"CACNB4","OK","negbinomial.size",7.87596608255758e-05,0.000867176824955928,"CACNB4",32
"KAT6A","OK","negbinomial.size",7.86941934790051e-05,0.000867176824955928,"KAT6A",424
"OR51E1","OK","negbinomial.size",7.8765295516481e-05,0.000867176824955928,"OR51E1",43
"TKT","OK","negbinomial.size",7.98710725348924e-05,0.000877979414473569,"TKT",737
"PDXDC1","OK","negbinomial.size",7.98744940416252e-05,0.000877979414473569,"PDXDC1",355
"NLRP3","OK","negbinomial.size",8.10315088452281e-05,0.000889909644579274,"NLRP3",12
"GSTO1","OK","negbinomial.size",8.10895943814035e-05,0.000889909644579274,"GSTO1",875
"SMAP1","OK","negbinomial.size",8.20951786573649e-05,0.000900225148538555,"SMAP1",579
"RERG","OK","negbinomial.size",8.29749308009925e-05,0.000909145447865827,"RERG",537
"ZDHHC20","OK","negbinomial.size",8.42178791449975e-05,0.000922027826106205,"ZDHHC20",355
"SERPINF1","OK","negbinomial.size",8.43469105556726e-05,0.000922704082139328,"SERPINF1",1094
"SMPDL3A","OK","negbinomial.size",8.45148659359519e-05,0.000923069212507475,"SMPDL3A",310
"PRAG1","OK","negbinomial.size",8.44603196725993e-05,0.000923069212507475,"PRAG1",44
"DPYSL2","OK","negbinomial.size",8.68370162288611e-05,0.000947677158812663,"DPYSL2",698
"EIF1AX","OK","negbinomial.size",8.81831550238979e-05,0.000961602957565843,"EIF1AX",848
"GPX2","OK","negbinomial.size",8.85178443195686e-05,0.000964485931990343,"GPX2",23
"ABL2","OK","negbinomial.size",8.9083011450291e-05,0.000969873611964359,"ABL2",310
"TPST1","OK","negbinomial.size",8.94244962846437e-05,0.000972819381469265,"TPST1",614
"TLK2","OK","negbinomial.size",8.9812645824714e-05,0.000976267730129498,"TLK2",303
"ITGB4","OK","negbinomial.size",9.07130190042127e-05,0.000985274105067134,"ITGB4",68
"U2SURP","OK","negbinomial.size",9.11647562679199e-05,0.000988615119749664,"U2SURP",732
"DRAM1","OK","negbinomial.size",9.115652777676e-05,0.000988615119749664,"DRAM1",383
"OSBPL5","OK","negbinomial.size",9.15010976252823e-05,0.000991478718186116,"OSBPL5",291
"SYNE2","OK","negbinomial.size",9.1908364999087e-05,0.000995105723013004,"SYNE2",340
"C16orf58","OK","negbinomial.size",9.20782472260029e-05,0.000996158829216331,"C16orf58",275
"CSRP2","OK","negbinomial.size",9.24692035263429e-05,0.000999366294096428,"CSRP2",696
"PARVG","OK","negbinomial.size",9.25204252443843e-05,0.000999366294096428,"PARVG",44
"ARHGAP26","OK","negbinomial.size",9.26995567519025e-05,0.00100051339065507,"ARHGAP26",95
"IFI16","OK","negbinomial.size",9.28362167901207e-05,0.00100120064616893,"IFI16",988
"TTC32","OK","negbinomial.size",9.31889418016622e-05,0.00100421516389254,"TTC32",98
"MARCHF7","OK","negbinomial.size",9.40744141345627e-05,0.00101296139175662,"MARCHF7",547
"BCL2L11","OK","negbinomial.size",9.43085285183226e-05,0.0010143412253858,"BCL2L11",158
"CD3E","OK","negbinomial.size",9.43504449331013e-05,0.0010143412253858,"CD3E",69
"CXCL8","OK","negbinomial.size",9.44583209454011e-05,0.00101470575311591,"CXCL8",224
"LRIG1","OK","negbinomial.size",9.57730897442132e-05,0.00102802444844375,"LRIG1",179
"ATIC","OK","negbinomial.size",9.59536741123352e-05,0.00102915754610869,"ATIC",307
"TUSC1","OK","negbinomial.size",9.60952616065077e-05,0.00102987093649849,"TUSC1",437
"VWF","OK","negbinomial.size",9.6803124602037e-05,0.00103664735619886,"VWF",12
"PLCL2","OK","negbinomial.size",9.68851223402728e-05,0.00103671615309194,"PLCL2",65
"PPP1R18","OK","negbinomial.size",9.71400957452226e-05,0.00103863432068041,"PPP1R18",350
"MYCN","OK","negbinomial.size",9.86209235178887e-05,0.00105364628412648,"MYCN",14
"USP34","OK","negbinomial.size",9.90874825296536e-05,0.00105780707030489,"USP34",600
"TIMP2","OK","negbinomial.size",9.92617347340415e-05,0.00105884329477572,"TIMP2",1089
"EIF3L","OK","negbinomial.size",9.99236571835543e-05,0.00106507593569852,"EIF3L",788
"PLK5","OK","negbinomial.size",0.000100017617777647,0.0010652497520759,"PLK5",28
"SOD3","OK","negbinomial.size",0.000100605838203565,0.00107068338904306,"SOD3",929
"PPP2R3A","OK","negbinomial.size",0.000100897588334341,0.00107295590447325,"PPP2R3A",193
"FCGR3B","OK","negbinomial.size",0.000101820665081809,0.00108193329480423,"FCGR3B",50
"ATXN7","OK","negbinomial.size",0.000102293325346301,0.00108611442500043,"ATXN7",278
"AOPEP","OK","negbinomial.size",0.000103684350413368,0.00109918231759705,"AOPEP",867
"CDK2AP2","OK","negbinomial.size",0.000103610685739821,0.00109918231759705,"CDK2AP2",382
"HNRNPC","OK","negbinomial.size",0.000103982131814992,0.00110148794149657,"HNRNPC",938
"SRPRB","OK","negbinomial.size",0.000104257127546121,0.00110354882382537,"SRPRB",424
"UQCRB","OK","negbinomial.size",0.000104973967788099,0.00111027979191761,"UQCRB",1081
"KDM2B","OK","negbinomial.size",0.000105448842631575,0.0011144431611864,"KDM2B",116
"TTC19","OK","negbinomial.size",0.000106907206369612,0.00112818838697243,"TTC19",395
"MYO5B","OK","negbinomial.size",0.000106913901666727,0.00112818838697243,"MYO5B",50
"THEMIS","OK","negbinomial.size",0.000107069264882832,0.00112895939712735,"THEMIS",24
"FNBP1","OK","negbinomial.size",0.00010939044186123,0.00115254844965618,"FNBP1",634
"EVA1B","OK","negbinomial.size",0.000109751753002388,0.00115458170834874,"EVA1B",985
"BHMT2","OK","negbinomial.size",0.000109704434979195,0.00115458170834874,"BHMT2",195
"SPPL2A","OK","negbinomial.size",0.000110096667414889,0.00115643651117721,"SPPL2A",663
"C20orf27","OK","negbinomial.size",0.000110037782619908,0.00115643651117721,"C20orf27",419
"PARP15","OK","negbinomial.size",0.000111216565591999,0.00116702878960167,"PARP15",22
"DMKN","OK","negbinomial.size",0.000111275233765781,0.00116702878960167,"DMKN",194
"IER3","OK","negbinomial.size",0.000111539866882326,0.00116891053773243,"IER3",725
"ITGA4","OK","negbinomial.size",0.00011170578862299,0.00116975573154975,"ITGA4",245
"RBM12","OK","negbinomial.size",0.000112183897520114,0.00117386628999308,"RBM12",251
"RBIS","OK","negbinomial.size",0.000112349478407049,0.00117470285425907,"RBIS",868
"LGI2","OK","negbinomial.size",0.00011269515956308,0.00117741980113202,"LGI2",40
"SELL","OK","negbinomial.size",0.000112974235373799,0.00117807389281957,"SELL",37
"GPX8","OK","negbinomial.size",0.000112992148506233,0.00117807389281957,"GPX8",662
"NPDC1","OK","negbinomial.size",0.000113015398961259,0.00117807389281957,"NPDC1",542
"GNAI1","OK","negbinomial.size",0.000114397866600574,0.00119157929690711,"GNAI1",529
"ATAD3C","OK","negbinomial.size",0.000114701969664752,0.00119384037925726,"ATAD3C",28
"COX7A2","OK","negbinomial.size",0.000114948565474379,0.00119549994024073,"COX7A2",958
"SECTM1","OK","negbinomial.size",0.000116303193601654,0.00120867212865719,"SECTM1",162
"DDIT4","OK","negbinomial.size",0.000117454948795833,0.00121971762875189,"DDIT4",389
"PEAR1","OK","negbinomial.size",0.000119279934946338,0.00123773233554755,"PEAR1",215
"CMPK1","OK","negbinomial.size",0.000119535231318359,0.00123931154253562,"CMPK1",670
"ROR2","OK","negbinomial.size",0.000119612806700478,0.00123931154253562,"ROR2",199
"GPR180","OK","negbinomial.size",0.000120166949572261,0.00124411336923191,"GPR180",160
"GAMT","OK","negbinomial.size",0.00012045244504436,0.00124612868862634,"GAMT",322
"RWDD1","OK","negbinomial.size",0.000121036189928324,0.00125122415481292,"RWDD1",912
"MRPS21","OK","negbinomial.size",0.000122156632816203,0.00126185594049147,"MRPS21",846
"ARPC1A","OK","negbinomial.size",0.00012260389380415,0.00126552311151642,"ARPC1A",611
"MTCL1","OK","negbinomial.size",0.000123729070702207,0.00127521817572718,"MTCL1",65
"EMID1","OK","negbinomial.size",0.000123696415413917,0.00127521817572718,"EMID1",347
"IBTK","OK","negbinomial.size",0.000124066400155798,0.00127773489289582,"IBTK",317
"PTGIS","OK","negbinomial.size",0.000125295551184282,0.00128942563476818,"PTGIS",69
"ZFC3H1","OK","negbinomial.size",0.000126034768317232,0.0012960606834901,"ZFC3H1",437
"GLI3","OK","negbinomial.size",0.000127045739979356,0.00130547824796764,"GLI3",281
"PODXL","OK","negbinomial.size",0.00012727818845626,0.00130688786619983,"PODXL",20
"ZBTB48","OK","negbinomial.size",0.000133133692916008,0.00136397435394062,"ZBTB48",86
"DHX9","OK","negbinomial.size",0.000133136146663252,0.00136397435394062,"DHX9",540
"CPLX1","OK","negbinomial.size",0.000132940635450803,0.00136397435394062,"CPLX1",21
"IL1RL1","OK","negbinomial.size",0.000133870854433693,0.00137047789635925,"IL1RL1",37
